,cnae_code,ativ_desc,description,code_description
1294,9001999,"Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente","Performing arts, shows and complementary activities not previously specified","9001999 - Performing arts, shows and complementary activities not previously specified"
1295,9002701,"Atividades de artistas plásticos, jornalistas independentes e escritores","Activities of plastic artists, independent journalists and writers","9002701 - Activities of plastic artists, independent journalists and writers"
1296,9002702,Restauração de obras-de-arte,Restoration of works of art,9002702 - Restoration of works of art
1297,9003500,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas","Space management for performing arts, shows and other artistic activities","9003500 - Space management for performing arts, shows and other artistic activities"
1298,9101500,Atividades de bibliotecas e arquivos,Library and Archive Activities,9101500 - Library and Archive Activities
1299,9102301,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,Museum activities and exploration of historic places and buildings and similar attractions,9102301 - Museum activities and exploration of historic places and buildings and similar attractions
1300,9102302,Restauração e conservação de lugares e prédios históricos,Restoration and conservation of historic places and buildings,9102302 - Restoration and conservation of historic places and buildings
1301,9103100,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental","Activities of botanical gardens, zoos, national parks, ecological reserves and environmental protection areas","9103100 - Activities of botanical gardens, zoos, national parks, ecological reserves and environmental protection areas"
1302,9200301,Casas de bingo,Bingo houses,9200301 - Bingo houses
1303,9200302,Exploração de apostas em corridas de cavalos,Horse racing betting exploration,9200302 - Horse racing betting exploration
1304,9200399,Exploração de jogos de azar e apostas não especificados anteriormente,Exploitation of games of chance and betting not otherwise specified,9200399 - Exploitation of games of chance and betting not otherwise specified
1305,9311500,Gestão de instalações de esportes,sports facility management,9311500 - sports facility management
1306,9312300,"Clubes sociais, esportivos e similares","Social, sports and similar clubs","9312300 - Social, sports and similar clubs"
1307,9313100,Atividades de condicionamento físico,fitness activities,9313100 - fitness activities
1308,9319101,Produção e promoção de eventos esportivos,Production and promotion of sporting events,9319101 - Production and promotion of sporting events
1309,9319199,Outras atividades esportivas não especificadas anteriormente,Other sporting activities not previously specified,9319199 - Other sporting activities not previously specified
1310,9321200,Parques de diversão e parques temáticos,Amusement parks and theme parks,9321200 - Amusement parks and theme parks
1311,9329801,"Discotecas, danceterias, salões de dança e similares","Discos, discos, dance halls and similar","9329801 - Discos, discos, dance halls and similar"
1312,9329802,Exploração de boliches,Bowling exploration,9329802 - Bowling exploration
1313,9329803,"Exploração de jogos de sinuca, bilhar e similares","Exploration of pool, billiards and similar games","9329803 - Exploration of pool, billiards and similar games"
1314,9329804,Exploração de jogos eletrônicos recreativos,Exploitation of recreational electronic games,9329804 - Exploitation of recreational electronic games
1315,9329899,Outras atividades de recreação e lazer não especificadas anteriormente,Other recreation and leisure activities not specified above,9329899 - Other recreation and leisure activities not specified above
1316,9411100,Atividades de organizações associativas patronais e empresariais,Activities of employer and business associative organizations,9411100 - Activities of employer and business associative organizations
1317,9412000,Atividades de organizações associativas profissionais,Activities of professional membership organizations,9412000 - Activities of professional membership organizations
1318,9412001,Atividades de fiscalização profissional,professional inspection activities,9412001 - professional inspection activities
1319,9412099,Outras atividades associativas profissionais,Other professional association activities,9412099 - Other professional association activities
1320,9420100,Atividades de organizações sindicais,Activities of trade union organizations,9420100 - Activities of trade union organizations
1321,9430800,Atividades de associações de defesa de direitos sociais,Activities of social rights defense associations,9430800 - Activities of social rights defense associations
1322,9491000,Atividades de organizações religiosas ou filosóficas,Activities of religious or philosophical organizations,9491000 - Activities of religious or philosophical organizations
1323,9492800,Atividades de organizações políticas,Activities of political organizations,9492800 - Activities of political organizations
1324,9493600,Atividades de organizações associativas ligadas à cultura e à arte,Activities of associative organizations linked to culture and art,9493600 - Activities of associative organizations linked to culture and art
1325,9499500,Atividades associativas não especificadas anteriormente,Associative activities not previously specified,9499500 - Associative activities not previously specified
1326,9511800,Reparação e manutenção de computadores e de equipamentos periféricos,Repair and maintenance of computers and peripheral equipment,9511800 - Repair and maintenance of computers and peripheral equipment
1327,9512600,Reparação e manutenção de equipamentos de comunicação,Repair and maintenance of communication equipment,9512600 - Repair and maintenance of communication equipment
1328,9521500,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,Repair and maintenance of electronic equipment for personal and domestic use,9521500 - Repair and maintenance of electronic equipment for personal and domestic use
